message,label
"Поеду с Коменды,  на карше,  могу подхватить кого-нибудь",not spam
Во сколько😂,not spam
"Хз🤷‍♂, душ,  завтрак и поеду. 
Нужно хоть из постели вылезти😂",not spam
"💎ИНТЕРДЕВОЧКИ💎
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿

💞31 декабря 💞

🎀ТЕМЫ🎀 

❤ДУХОВНЫЕ ПРИНЦИПЫ❤

✨ Сострадание третьей традиции ✨

Мы, как можем, стараемся помочь, стремимся проявлять больше сострадания по отношению к тем  зависимым, которые не соответствуют нашим ожиданиям и выздоравливают не так, как мы.  (Путеводные принципы, Традиция 3 “Для членов”).  

🌿✨🌿✨🌿✨🌿✨🌿✨🌿✨
Темы: Отношения
Стыд
Секс
Деффекты характера 
Новички:
Впервые на группе:
До 30-ти дней:
Юбиляры: 
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿


🍥Очередь:",not spam
На парковку можно заехать?,not spam
joined,not spam
Тут мегасвободно ),not spam
Сейчас по крайней мере,not spam
Родные пинаты,not spam
joined,not spam
Блин извините 😞 выйду,not spam
joined,not spam
Всё будет хорошо🔷❤️,not spam
ВСЕМ ЗДРАВСТВУЙТЕ Я ВАШУ МАИТ ЕЬАО,not spam
Fkje,not spam
Бля,not spam
Я ИХ ВСЕХ В РОТ ЕБАЛ И РОДНЫХ ТОЖЕ,not spam
😉,not spam
ВХВХВХВХ,not spam
м,not spam
Бот,not spam
ирис,not spam
Я ВАШУ МАТЬ ЕБАЛ,not spam
у кого есть детское орно,not spam
Тепрпишь?,not spam
киньте,not spam
у мя,not spam
даня сережа,not spam
ттакое не интересно,not spam
а какое,not spam
"Девочки, занимайте очередь❤️",not spam
кста,not spam
э,not spam
куда,not spam
joined,not spam
111 Лера,not spam
"💎ИНТЕРДЕВОЧКИ💎
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿

💞31 декабря 💞

🎀ТЕМЫ🎀 

❤ДУХОВНЫЕ ПРИНЦИПЫ❤

✨ Сострадание третьей традиции ✨

Мы, как можем, стараемся помочь, стремимся проявлять больше сострадания по отношению к тем  зависимым, которые не соответствуют нашим ожиданиям и выздоравливают не так, как мы.  (Путеводные принципы, Традиция 3 “Для членов”).  

🌿✨🌿✨🌿✨🌿✨🌿✨🌿✨
Темы: Отношения
Стыд
Секс
Деффекты характера 
Кому и за что я благодарна в уходящем  году? 
Итоги уходящего года 
Новички:
Впервые на группе ИНТЕРДЕВОЧКИ: Карина 
До 30-ти дней:
Юбиляры: 
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿


🍥Очередь:Лера",not spam
Анастасия 111,not spam
Анастасия 73 дня,not spam
111 Ина,not spam
Анна 111,not spam
Катя111,not spam
Джамиля 111,not spam
😂,not spam
Рада 111,not spam
А во сколько поедете?,not spam
"💎ИНТЕРДЕВОЧКИ💎
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿

💞31 декабря 💞

🎀ТЕМЫ🎀 

❤ДУХОВНЫЕ ПРИНЦИПЫ❤

✨ Сострадание третьей традиции ✨

Мы, как можем, стараемся помочь, стремимся проявлять больше сострадания по отношению к тем  зависимым, которые не соответствуют нашим ожиданиям и выздоравливают не так, как мы.  (Путеводные принципы, Традиция 3 “Для членов”).  

🌿✨🌿✨🌿✨🌿✨🌿✨🌿✨
Темы: Отношения
Стыд
Секс
Деффекты характера 
Кому и за что я благодарна в уходящем  году? 
Итоги уходящего года 
Новички:
Впервые на группе ИНТЕРДЕВОЧКИ: Карина 
До 30-ти дней:
Юбиляры: 
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿


🍥Очередь:Лера, Анастасия, Инна, Анна, Катя, Джамиля, Рада
Очередь открыта",not spam
С Новым ягодом дорогая семья!,not spam
❤️,not spam
Валя111,not spam
"Семья, с новым годом!!!",not spam
Таня 111,not spam
joined,not spam
"Привет, Лада зависимая, чистая сегодня!",not spam
"Лада 111, если очередь ещё открыта",not spam
✋,not spam
"Разбираем Карточки:
 1. 🩵 Кто такой зависимый?
 2. 💛Что такое программа АН?
 3. 🧡Почему мы здесь?
 4. 🩶12 шагов
 5. 🤎12 традиций
 6. 💚Мы действительно выздоравливаем
 7. 🤍Что такое служение?
 8. 🩷Только сегодня
Выбери номер карточки если хочешь ее зачитать",not spam
Настя111,not spam
"Всем привет!
Карточка 2 Костя",not spam
приветик всем Катя 3,not spam
"⚡️💸⚡️💸⚡️💸⚡️
Для того, чтобы положить деньги в 7-ю традицию, их можно перевести на карту Сбербанка

4817760303189413

Татьяна В

Просьба НЕ ДОБАВЛЯТЬ комментарии к переводу
⚡️💸⚡️💸⚡️💸⚡️",not spam
"4ка это треш)))
Будто она никогда не кончится",not spam
"Рада , спасибо за высказывание 🙏🙏🙏
Я аж расплакалась ❤️❤️❤️",not spam
Мои хорошие всех с Наступающим Новым годом ❤️ желаю вам всем исполнения всех ваших желаний❤️,not spam
Забыла... Спонсору благодарна🔷❤️,not spam
"Ляман, спасибо 🙏❤️
С наступающим ❄️🎄🩷🤗",not spam
"💎ИНТЕРДЕВОЧКИ💎
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿

💞31 декабря 💞

🎀ТЕМЫ🎀 

❤ДУХОВНЫЕ ПРИНЦИПЫ❤

✨ Сострадание третьей традиции ✨

Мы, как можем, стараемся помочь, стремимся проявлять больше сострадания по отношению к тем  зависимым, которые не соответствуют нашим ожиданиям и выздоравливают не так, как мы.  (Путеводные принципы, Традиция 3 “Для членов”).  

🌿✨🌿✨🌿✨🌿✨🌿✨🌿✨
Темы: Отношения
Стыд
Секс
Деффекты характера 
Кому и за что я благодарна в уходящем  году? 
Итоги уходящего года 
Новички:
Впервые на группе ИНТЕРДЕВОЧКИ: Карина 
До 30-ти дней:
Юбиляры: 
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿


🍥Очередь:Лера, Анастасия, Инна, Анна, Катя, Джамиля, Рада, Валя, Таня, Лада, Настя 
Очередь закрыта ❌",not spam
+,not spam
❤️,not spam
❤️,not spam
❤️,not spam
❤️,not spam
❤️,not spam
Класс,not spam
Максим 4 прочитаю,not spam
💡,not spam
3,not spam
5,not spam
"🔊 ✈️Объявляется посадка на рейс 
❄️❄️❄️❄️🦌☃️🍭🌟🧸🍪👼

Командир экипажа:
Сила, более могущественная, чем мы!!! 🫶

Ваш багаж должен содержать только памятные сувениры из:
~ радости 🤩
~ счастья 🫶
~ любви❣️
~ взаимопомощи 🤝
~ и бесценного духовного опыта!!! 🫶

Заботу этих ценностей препоручаем Командиру экипажа!!! 
🙏🤲🥳🎁🎉🎊

На рейс не допускается:
~ себялюбие😇
~ обида😒
~ злость😡
~ нечестность🤫
~ страхи 🫣
~ а также прочие нежелательные ""вещи""!!!! 🪣

Если они обнаружатся, то отдаём их Командиру лайнера!!!! 
🙏🤲🥳🎁🎈🌹
Продолжительность полёта составит 365 дней! 📆❄️🌱🌞🍂

🙏🌟🐰🐱🌸🔥
Желаем Вам приятного полёта!😍💋🛩🚁

С Наступающим Новым ГОДОМ, дорогие!!!❄️❄️❄️❄️🥨❄️🥨❄️🧑‍🎄❄️🎊🏮🎊🎄",not spam
Русик ❤️‍🔥😍👏,not spam
Легенда !!,not spam
да!!,not spam
Сереж 😻)),not spam
Костюмы топ,not spam
Организаторы Бэст ❤️‍🔥,not spam
Балдею с этой прикормки 🥰😋,not spam
"Сереж,ты сделал мой день😂😂😂🥰🥰🥰🥰",not spam
6 прочитаю,not spam
"Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты
Юбиляры
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь:

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро
Еще будет Викторина с подарками",not spam
Динар зависимый,not spam
"Ребята, привет. Костя-наркоман!",not spam
Юра выздоравливающий наркоман всем привет ❤️,not spam
Сергей зависимый всем привет 👋,not spam
"Юра наркоман, привет",not spam
толик наркоман привет,not spam
Всем привет Мус наркоман,not spam
"Сергей — наркозависимый. Всем, привет!",not spam
8 дней чистый сегодня 🤍,not spam
"Миша, Юра, сил вам!!! Крутые!",not spam
"Миша, Юра умнички🩵🩵🩵",not spam
"Аня, поздравляю!",not spam
"Анячка, мощщщно!!!",not spam
"Акс, поздравляю!",not spam
"АКС,поздравляю!!!",not spam
"Динар, поздравляю!",not spam
"Динар, поздравляюююю!!!",not spam
12,not spam
25,not spam
"12. Что из того, что я узнал (-ла) в этом году, оказало на меня наибольшее влияние?",not spam
24,not spam
25. В чем я продвинулся (-лась) в своем выздоровлении за этот год?,not spam
19,not spam
"24. Какая деятельность давала мне энергию, а какая забирала?",not spam
19. Какие отношения оказали на меня влияние в этом году?,not spam
Это очередь?,not spam
Это бочонок с темами,not spam
Это же бочонок,not spam
Юра 111,not spam
111 Миша,not spam
"Максим
😍 🙂 👨‍👨‍👦‍👦",not spam
🧡🩶🤎,not spam
7. Какие мои ошибки помогли мне понять истинную природу моих заблуждений?,not spam
🪐🪐🪐11 Марго,not spam
11. Каких духовных принципов я придерживался (-лась) в этом году?,not spam
Евгений 111-5,not spam
😋😋😋Аня,not spam
"5. О чем я больше всего разговаривал (-ла) с родными, друзьями и коллегами?
Насколько меня волновали эти темы? И что я смог (-ла) вынести из этих бесед?",not spam
👬👬👬3,not spam
"3. Какие позитивные и негативные события были в моей жизни в этом году? Чему
меня научили эти события?",not spam
бочонок 77,not spam
❤️❤️❤️ Сергей 2,not spam
17,not spam
do 30,not spam
2. В какие моменты я был наиболее счастливым (-ой)?,not spam
ой,not spam
17,not spam
17. Какие отношения давали мне ресурс?,not spam
27,not spam
"27. Сколько я пожертвовал на дела, которые мне небезразличны? Доволен ли я этой
цифрой?",not spam
🌈🌈🌈 Очередь,not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 
Миша
Максим
Акс
Марго
Евгений
Аня
Толя
Сергей

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро
Еще будет Викторина с подарками",not spam
111 Динар,not spam
Костя 🙂‍↔️😶🫡,not spam
"Ребят,  есть 2 места в машине с коменды. Выезд в 21:30",not spam
Катя 111,not spam
28,not spam
Ща ребят предсказания будут,not spam
Петр 111 - бочонок 🛢️🛢️🛢️ 7,not spam
Вот оно),not spam
"28. Получалось ли у меня в этом году следовать воле высшей силы моего понимания?
Если да, что помогло мне в этом? Если нет, что помешало?",not spam
7. Какие мои ошибки помогли мне понять истинную природу моих заблуждений?\,not spam
"12. Что из того, что я узнал (-ла) в этом году, оказало на меня наибольшее влияние?",not spam
"1,4,6,8,9,10,11,13,14,15,16,18,20,21,22,23,26,29",not spam
оставшиеся,not spam
Евгений 111,not spam
"Как поедете , я на Светлановской  площади?",not spam
Номер бочонка?:),not spam
13,not spam
"13. Что я сделал (-ла) в этом году для поддержания своего физического и ментального
здоровья?",not spam
Оги — ты душка 🥰😻,not spam
111 Юра,not spam
Спасибо вам❤️🔷,not spam
На рабочку надо😂,not spam
"Выберешь свободный бочонок ?
1,4,6,8,9,10,11,14,15,16,18,20,21,22,23,26,29",not spam
22,not spam
"22. Есть ли люди, с которыми мне хотелось бы сблизиться в новом году?",not spam
15,not spam
🦊❤️💅 Дима - 21,not spam
"💎ИНТЕРДЕВОЧКИ💎
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿

💞31 декабря 💞

🎀ТЕМЫ🎀 

❤️ДУХОВНЫЕ ПРИНЦИПЫ❤️

✨ Сострадание третьей традиции ✨

Мы, как можем, стараемся помочь, стремимся проявлять больше сострадания по отношению к тем  зависимым, которые не соответствуют нашим ожиданиям и выздоравливают не так, как мы.  (Путеводные принципы, Традиция 3 “Для членов”).  

🌿✨🌿✨🌿✨🌿✨🌿✨🌿✨
Кому и за что я благодарна в уходящем  году? 
Итоги уходящего года 

Новички:
Впервые на группе ИНТЕРДЕВОЧКИ: 
До 30-ти дней:
Юбиляры:",not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 🌻
Миша🌼
Максим🌷
Акс⚘
Марго
Евгений
Аня
Толя
Сергей
Динар
Костя
Катя
Петр

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро
Еще будет Викторина с подарками",not spam
"😆😗😚😉😄🙃🤨🥹
😌😍🥲🙃😋🥲😌🤨
😣🙁
😆🥹😊😀😃😍🥸

Сострадание Третьей Традиции  

😊😊😊

Мы, как можем, стараемся помочь, стремимся проявлять больше сострадания по отношению к тем  зависимым, которые не соответствуют нашим ожиданиям и выздоравливают не так, как мы.  (Путеводные принципы, Традиция 3 “Для членов”).  

В программе, где единственным условием для членства является желание прекратить  употребление, логично быть множеству разнообразных путей и способов работы по программе  Анонимных Наркоманов. То, что не следует никакой логике – это то, как мы зависимые можем  легко терять нашу терпимость, или вообще её не иметь по отношению к тем зависимым, чья  работа по программе может отличаться от нашей. Конечно же мы можем быть строгими, в  отношении к группе нонконформистов. У нас может быть много мнений о том, что работает и  что не работает: как и когда мы работаем по шагам, как мы спонсируем, что представляют из  себя служения, обнимать или не обнимать, принимать лекарства или не принимать. Все это  мнения отдельных членов, а не всего сообщества АН.  

Сильные чувства по отношению к подобным мнениям происходит от того вдохновения, которое  у нас вызывает выздоровление. Мы знаем, что работает для нас, и что мы видим работает в жизни  других зависимых. Но бывают времена, когда нам было бы хорошо совместить вдохновение  собственного опыта с состраданием к другим людям, понимание которых отличается от того, что  мы от них ожидаем.  

Когда мы остаемся открытыми новому в отношении разнообразных способов выздоровления от  зависимости, мы с уважением относимся к Третьей Традиции. Когда мы становимся усердными  в нашем желании протянуть руку помощи членам сообщества, которые отличаются от нас, мы  практикуем сострадание. Если в этом есть хоть капля логики – открытость сделает нас более  терпеливыми к новичкам, потому что мы знаем, что у каждого своя дорога. Кто знает? Может  быть, мы даже научимся чему-то новому.  

В буквальном переводе с латыни сострадание означает “вместе страдать”. Кто то может не  согласиться, что слово “страдание” определяет, то, чем мы занимаемся в АН, но есть одна вещь,  с которой мы точно можем согласиться: что бы это ни было, мы в этом вместе.  

Я вдохновлен тем, что сработало в моем выздоровлении, но я буду оставаться открытым новому по  отношению к другим, чей путь в выздоровлении отличается от моего. Сегодня я буду стремиться  отпустить свои любые ожидания о том, что им нужно выздоравливать так же, как же, как и я.",not spam
15. Какую роль играло служение для меня в этом году?,not spam
Ты сама выбрала🤷‍♀,not spam
Матвей 111,not spam
"Основы ведения собрания: 
●Просьба держать микрофоны выключенными, когда вы не высказываетесь.При желании вы можете включить камеру. Включённое видео дарит чувство доверия и создает ощущение живого общения.
●Взять слово можно оставив “111” в общем чате и написав свое или вымышленное имя.
●По возможности,просим Вас не материться. 
●Старайтесь говорить используя местоимение“Я”, только о своих чувствах и своем личном опыте. 
●Просим Вас в своих высказываниях не затрагивать опыт,не относящийся к АН. Не рекламируй реабилитационные центры, религиозные учреждения и параллельные сообщества 
работающие по 12 шаговой программе. 
●Если вы сегодня употребляли химические вещества пожалуйста, 
оставайтесь с нами, но воздержитесь от высказываний.Мы надеемся, что в следующий раз 
вы придёте на собрание чистыми . 
●Мы просим вас уважать ведущую, которая обличена доверием группы и может вести собрание 
по своему усмотрению. 
●Есть ли здесь кто то, кто присутствует на собрании АН в первый раз?Представьтесь, 
пожалуйста! 
●Есть ли здесь кто то, кто присутствует на собрании Интердевочки в первый раз? 
Представьтесь, пожалуйста! 
●Есть ли на собрании кто-то, кто остаётся 
чистым первые 30 дней?
●Отмечает ли кто-нибудь сегодня юбилей чистого времени?А теперь давайте представимся по очереди и выразим свое отношение к проблеме зависимости,как я уже сказала меня зовут_,я зависимая!Так же вы можете предложить тему,написав её в чате.Регламент высказываний_минут.Добро пожаловать высказываться по предложенным темам,делиться опытом и надеждой.",not spam
"Выберешь свободный бочонок ?
1,4,6,8,9,10,11,14,15,16,18,20,21,,23,26,29",not spam
23,not spam
23. Какие дефекты характера я смог (-ла) увидеть в себе в этом году?,not spam
"Девочки я не одна. Сегодня послушаю. Ксения всем привет. Зависимая, алкоголичка",not spam
Поздравляю вас с начтупающим новым годом! 🎄🎉🥳,not spam
"Всех благ, а главное здоровья!",not spam
Плохо слышно,not spam
Очередь: Валя,not spam
Очередь открыта,not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 🌻
Миша🌼
Максим🌷
Акс⚘
Марго 22 🌱
Евгений 5 🪴
Аня 27 🌲
Толя 3
Сергей 2
Динар 17
Костя 28
Катя 12
Петр 7

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро
Еще будет Викторина с подарками",not spam
Сергей Л 111 бочонок 20,not spam
111,not spam
20. На что я могу еще обратить внимание в своем выздоровлении в этом году?,not spam
Добавьте меня пожалуйста в очередь,not spam
111 Юля бочонок 29,not spam
29. Какие надежды я возлагаю на этот год?,not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 🌻
Миша🌼
Максим🌷
Акс⚘
Марго 22 🌱
Евгений 5 🪴
Аня 27 🌲
Толя 3
Сергей 2
Динар 17
Костя 28
Катя 12
Петр 7
Евгений 13
Юра 15
Матвей 23
Сергей 20
Юля 29

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро
Еще будет Викторина с подарками",not spam
1939,not spam
1953,not spam
"Очередь: Валя, Лада, Ольга",not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 🌻
Миша🌼
Максим🌷
Акс⚘
Марго 22 🌱
Евгений 5 🪴
Аня 27 🌲
Толя 3
Сергей 2
Динар 17
Костя 28
Катя 12
Петр 7
Евгений 13
Юра 15
Матвей 23
Сергей 20
Юля 29

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро
Еще будет Викторина с подарками",not spam
Белочка ведущий❤️,not spam
Катя 111,not spam
Мы не даем оценок окружающих людей.,not spam
Возможно высказаться ?,not spam
"Привет, Катя, да, записала в очередь",not spam
По сколько высказываемся ?,not spam
Регламент 5 минут,not spam
Оки,not spam
Ты в первый раз на Интердевочках?,not spam
"💎ИНТЕРДЕВОЧКИ💎
✨🌿✨🌿✨🌿✨🌿✨🌿✨🌿

💞31 декабря 💞

🎀ТЕМЫ🎀 

❤️ДУХОВНЫЕ ПРИНЦИПЫ❤️

✨ Сострадание третьей традиции ✨

Мы, как можем, стараемся помочь, стремимся проявлять больше сострадания по отношению к тем  зависимым, которые не соответствуют нашим ожиданиям и выздоравливают не так, как мы.  (Путеводные принципы, Традиция 3 “Для членов”).  

🌿✨🌿✨🌿✨🌿✨🌿✨🌿✨
Кому и за что я благодарна в уходящем  году? 
Итоги уходящего года 

Новички:
Впервые на группе ИНТЕРДЕВОЧКИ: 
До 30-ти дней:
Юбиляры:",not spam
Толя ❤️‍🔥,not spam
алкоголики,not spam
😄😄,not spam
😆😆,not spam
АХАХАХАХХА,not spam
Хехехе,not spam
Годовая подписка 😄,not spam
Курсанты😂,not spam
Без моря никак,not spam
"Для того, чтобы положить деньги в 7-ю традицию, их можно перевести на карту Сбербанка

4817760303189413

Татьяна В

Просьба НЕ ДОБАВЛЯТЬ комментарии к переводу",not spam
"Динозвар выздоравлени,",not spam
Терпеть сжав зубы,not spam
В земле,not spam
В А́н 😂,not spam
Кафе танцующих огней!,not spam
Ееее,not spam
Конфеты поесть,not spam
Может  хватит),not spam
7-я ахахах,not spam
Лечь в ребу,not spam
Наугад,not spam
😂😂😂,not spam
я случайно….,not spam
💅🏽,not spam
67% за первый вариант!,not spam
Я до конца не дочитывала,not spam
Спасибо:) славная викторина 💛🫶🏻💯,not spam
Лечь в ребу - огонь ответ 😂😂😂,not spam
😂😂😂😂,not spam
Ребята какие вы классные,not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 🌻
Миша🌼
Максим🌷
Акс⚘
Марго 22 🌱
Евгений 5 🪴
Аня 27 🌲
Толя 3 🌳
Сергей 2 🌴
Динар 17
Костя 28
Катя 12
Петр 7
Евгений 13
Юра 15
Матвей 23
Сергей 20
Юля 29

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро
Еще будет Викторина с подарками",not spam
Сереженька обн7имаю приподнимаю💋💋💋💋,not spam
Лучшее завершение этого года,not spam
"Снегурка TOP, оставишь номерок?! 💖🙈",not spam
сережа как ты сделал сердечки…..,not spam
"Ребят,  места закончились)",not spam
"Всем спасибо! Вы супер, люблю! Пойду служить на живой группе ❤️‍🔥",not spam
Часов в 9 наверное,not spam
joined,not spam
joined,not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 🌻
Миша🌼
Максим🌷
Акс⚘
Марго 22 🌱
Евгений 5 🪴
Аня 27 🌲
Толя 3 🌳
Сергей 2 🌴
Динар 17 🌵
Костя 28 🌾
Катя 12 🌿
Петр 7 ☘
Евгений 13
Юра 15
Дима 21
Матвей 23
Сергей 20
Юля 29

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро

Результаты викторины в конце собрания🤠😎🤓",not spam
"Спасибо большое ребята за организацию такой чудесной группы 😍😍😍
Каждое высказывание очень ценно - принимаю с благодарностью ❤️❤️❤️",not spam
Есть кто ещё с коменды и на машине поедет ?)),not spam
"Ребята может кто то пропустить а то мне уходить скоро , боюсь не успею высказаться",not spam
Я не долго 😊,not spam
Талия зависимая,not spam
111,not spam
"Аонял, я позже поеду!
Где то в 1:30 ночи выезжаю ч просвета! Если кому удобно, пишите, захвачу 🌟",not spam
111 Сергей,not spam
Сколько у нас тут людей с ДВ! Класс!,not spam
"один один, родной🥰",not spam
Бочонок?,not spam
Бочонок 19,not spam
А предсказание пусть будет 3,not spam
"👾🥳❤Добро пожаловать на новогоднее собрание группы Анонимных наркоманов ""Дружной""
Новички
Первые 30 дней чистоты Юра 8 д👍 Миша 8 д👍
Юбиляры Аня 269 д🥳 Акс 19 мес🥳 Динар 37д🥳
Впервые на группе

Темы:
1. Еж:
❄️31 декабря. Служение.
«Работа с другими зависимыми – это лишь начало служения», Базовый текст, с. 72 
❄️Только сегодня: Я буду искать возможность для служения во всем, что я  делаю.
2. Бочонок для новогодней темы по вашему номеру

Очередь: Юра 🌻
Миша🌼
Максим🌷
Акс⚘
Марго 22 🌱
Евгений 5 🪴
Аня 27 🌲
Толя 3 🌳
Сергей 2 🌴
Динар 17 🌵
Костя 28 🌾
Катя 12 🌿
Петр 7 ☘
Евгений 13 🍀
Юра 15 🌳
Дима 21🌲
Матвей 23🪴
Сергей 20🌱
Юля 29🍀
Сергей 3

Так же для вас подарки: предсказание на 2025 год и гадание по картам Таро

Результаты викторины в конце собрания🤠😎🤓",not spam
Выберешь бочонок?,not spam
"Талия, поддержка тебе! И сил!",not spam
"Каждый из нас переживал боль, одиночество и отчаяние зависимости. До  
прихода в АН многие из нас перепробовали все, что только можно, в попытке 
контролировать употребление наркотиков. Мы пытались заменять одни наркотики дру гими, думая, что у нас проблема лишь с определенным видом наркотиков. Мы  
пытались ограничивать употребление наркотиков, меняя частоту или место  
употребления. В один момент мы даже обещали и вовсе перестать употреблять. Мы 
могли говорить себе, что никогда не будем делать того, что на наших глазах делали  
другие зависимые, а затем обнаруживали, что делаем то же самое. Никакие попытки не  
давали длительного результата. Наша активная зависимость продолжала про грессировать, несмотря на все наши лучшие намерения. Одинокие и напуганные тем  
будущим, которое ожидало нас впереди, мы обнаружили Сообщество Анонимных  
Наркоманов",not spam
А с коменды случайно никто не едет ?,not spam
Александр 111,not spam
warning for forbidden words,not spam
warning for forbidden words,not spam
Спасибо!,not spam
111 Саня,not spam
blocked for blok_spam and link,not spam
"Я благодарен Богу , что я чистый , что родные и близкие счастливы и здоровы 🥰 Благодарю сообщество , программу , прайд и дружную 🤝 всем Вам благодарен за ваш опыт , за желание помочь 🫶 Все голоса уже такие родные 
Обнимаю Вас крепко крепко, спасибо , что вы есть 🙏🙏🙏",not spam
warning for forbidden words,not spam
warning for forbidden words,not spam
warning for forbidden words,not spam
warning for forbidden words,not spam
warning for forbidden words,not spam
warning for forbidden words,not spam
Спасибо родной!,not spam
"Ребята, еще раз с юбилеем!!!",not spam
+,not spam
Сеасибо Артемка за новогоднее служение!,not spam
+,not spam
+,not spam
Хочу прочесть,not spam
+,not spam
"с наступающим всех!
🥰🎄
после курантов кто-нибудь с мурино (или кто близко) поедет? прихватите меня с собой, пожалуйста🙏🏻",not spam
❤️,not spam
❤️,not spam
❤️,not spam
❤️,not spam
🩵,not spam
❤️,not spam
111,not spam
Спасибо за группу! Всех с наступающим новым годом1,not spam
Мильен из десяти!,not spam
"Всем спасибо , с Наступающим трезвым новым 2025 🔴🔴",not spam
